assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
132020897,22723039,Coryphaspiza melanotis,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132020897,22723039,Coryphaspiza melanotis,8.1.2,Named species,1.2,Ecosystem degradation,,Melinis minutiflora,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132020897,22723039,Coryphaspiza melanotis,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132020897,22723039,Coryphaspiza melanotis,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132020897,22723039,Coryphaspiza melanotis,8.1.2,Named species,1.2,Ecosystem degradation,,Brachiaria decumbens,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132024601,22723843,Caryothraustes erythromelas,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132024601,22723843,Caryothraustes erythromelas,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132028149,22724196,Agelaius tricolor,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132028149,22724196,Agelaius tricolor,8.1.1,Unspecified species,2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",Unspecified micro-organisms,Future,
132028149,22724196,Agelaius tricolor,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132028149,22724196,Agelaius tricolor,5.1.3,Persecution/control,2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
132028149,22724196,Agelaius tricolor,8.1.2,Named species,2.1,Species mortality,,Bubulcus ibis,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132028149,22724196,Agelaius tricolor,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,5.1.3,Persecution/control,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,8.2,Problematic native species/diseases,2.3.7,Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029293,22724268,Hypopyrrhus pyrohypogaster,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029835,22724703,Guaruba guarouba,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029835,22724703,Guaruba guarouba,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132029835,22724703,Guaruba guarouba,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132029835,22724703,Guaruba guarouba,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
132030948,22726852,Actenoides capucinus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132030948,22726852,Actenoides capucinus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,2.4.2,Industrial aquaculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,Unknown,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132031900,22728296,Amazona lilacina,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132032417,22728429,Cacatua ophthalmica,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132032417,22728429,Cacatua ophthalmica,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132032417,22728429,Cacatua ophthalmica,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Minority (<50%),Rapid Declines,,"Past, Likely to Return",
132032417,22728429,Cacatua ophthalmica,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132032705,22728454,Hylopezus auricularis,6.3,Work & other activities,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Majority (50-90%),Unknown,,Ongoing,
132032920,22728467,Catharus bicknelli,6.1,Recreational activities,2.2,Species disturbance,,,,Unknown,Unknown,,Future,
132032920,22728467,Catharus bicknelli,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132032920,22728467,Catharus bicknelli,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),No decline,,"Past, Likely to Return",
132032920,22728467,Catharus bicknelli,8.1.2,Named species,2.1,Species mortality,,Rattus rattus,,Unknown,Unknown,,Ongoing,
132032920,22728467,Catharus bicknelli,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Future,
132032920,22728467,Catharus bicknelli,9.5.1,Acid rain,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,"Past, Likely to Return",
132032920,22728467,Catharus bicknelli,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132033840,22731255,Calyptophilus frugivorus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132033840,22731255,Calyptophilus frugivorus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132034435,22733682,Geokichla erythronota,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
132034435,22733682,Geokichla erythronota,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132034435,22733682,Geokichla erythronota,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
132034435,22733682,Geokichla erythronota,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
132034435,22733682,Geokichla erythronota,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
132037777,22736301,Clibanornis rufipectus,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132037777,22736301,Clibanornis rufipectus,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132037777,22736301,Clibanornis rufipectus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132041051,103762448,Dessonornis anomalus,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132041051,103762448,Dessonornis anomalus,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132041051,103762448,Dessonornis anomalus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
132048360,22719543,Estrilda poliopareia,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Future,
132048692,103686945,Myzomela batjanensis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132048692,103686945,Myzomela batjanensis,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132049346,22678429,Pipile jacutinga,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
132049346,22678429,Pipile jacutinga,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132049346,22678429,Pipile jacutinga,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132049346,22678429,Pipile jacutinga,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132049346,22678429,Pipile jacutinga,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132051220,22679141,Ophrysia superciliosa,11.1,Habitat shifting & alteration,2.1,Species mortality,,,,Minority (<50%),Rapid Declines,,"Past, Unlikely to Return",
132051220,22679141,Ophrysia superciliosa,3.2,Mining & quarrying,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132051220,22679141,Ophrysia superciliosa,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132051467,22679398,Polyplectron napoleonis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132051467,22679398,Polyplectron napoleonis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Future,
132051467,22679398,Polyplectron napoleonis,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132051467,22679398,Polyplectron napoleonis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132052989,22680021,Tadorna cristata,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
132055913,22684647,Vini ultramarina,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
132055913,22684647,Vini ultramarina,8.1.2,Named species,1.2,Ecosystem degradation,,Equus caballus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
132055913,22684647,Vini ultramarina,8.1.2,Named species,1.2,Ecosystem degradation,,Capra hircus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
132055913,22684647,Vini ultramarina,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Majority (50-90%),Very Rapid Declines,,Ongoing,
132055913,22684647,Vini ultramarina,8.1.2,Named species,1.2,Ecosystem degradation,,Bos taurus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
132055913,22684647,Vini ultramarina,8.1.2,Named species,1.2,Ecosystem degradation,,Sus domesticus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
132055913,22684647,Vini ultramarina,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
132055913,22684647,Vini ultramarina,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Minority (<50%),Rapid Declines,,Ongoing,
132055913,22684647,Vini ultramarina,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
132055913,22684647,Vini ultramarina,8.1.2,Named species,1.2,Ecosystem degradation,,Ovis aries,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
132056469,22685009,Tanygnathus lucionensis,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132056469,22685009,Tanygnathus lucionensis,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132056469,22685009,Tanygnathus lucionensis,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132056469,22685009,Tanygnathus lucionensis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132056469,22685009,Tanygnathus lucionensis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132056469,22685009,Tanygnathus lucionensis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132057439,22685410,Loriculus tener,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
132057439,22685410,Loriculus tener,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132058374,22685593,Primolius couloni,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132058374,22685593,Primolius couloni,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132059066,22685672,Psittacara erythrogenys,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),Negligible declines,,Ongoing,
132059362,22688470,Tyto aurantia,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Minority (<50%),Unknown,,Ongoing,
132059362,22688470,Tyto aurantia,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
132059362,22688470,Tyto aurantia,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
132060613,22689480,Ninox odiosa,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Minority (<50%),Rapid Declines,,"Past, Likely to Return",
132060613,22689480,Ninox odiosa,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132060613,22689480,Ninox odiosa,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132062362,22690596,Reinwardtoena browni,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Minority (<50%),Rapid Declines,,Ongoing,
132062362,22690596,Reinwardtoena browni,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Unknown,,Ongoing,
132062362,22690596,Reinwardtoena browni,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,9.2.1,Oil spills,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
132066871,22696606,Podiceps auritus,7.2.4,Abstraction of surface water (unknown use),1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,6.3,Work & other activities,2.2|2.3.7,Species disturbance|Reduced reproductive success,,,,Minority (<50%),Unknown,,Ongoing,
132066871,22696606,Podiceps auritus,6.1,Recreational activities,2.2,Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,9.3.1,Nutrient loads,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Majority (50-90%),Unknown,,"Past, Unlikely to Return",
132066871,22696606,Podiceps auritus,8.2.2,Named species,2.3.2,Competition,,Podilymbus podiceps,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,8.1.2,Named species,2.3.2,Competition,,Oncorhynchus mykiss,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,2.2.2,Agro-industry plantations,1.1,Ecosystem conversion,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132066871,22696606,Podiceps auritus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
132068236,22697365,Phoenicopterus chilensis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132068236,22697365,Phoenicopterus chilensis,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
132068236,22697365,Phoenicopterus chilensis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132068236,22697365,Phoenicopterus chilensis,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132069229,22697548,Nipponia nippon,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),No decline,,Ongoing,
132069229,22697548,Nipponia nippon,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),No decline,,Ongoing,
132069229,22697548,Nipponia nippon,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Whole (>90%),No decline,,"Past, Unlikely to Return",
132069229,22697548,Nipponia nippon,7.3,Other ecosystem modifications,1.1|1.2|2.3.7,Ecosystem conversion|Ecosystem degradation|Reduced reproductive success,,,,Minority (<50%),No decline,,Ongoing,
132069586,22699992,Myiotheretes pernix,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132069586,22699992,Myiotheretes pernix,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Likely to Return",
132069586,22699992,Myiotheretes pernix,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132069586,22699992,Myiotheretes pernix,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132069586,22699992,Myiotheretes pernix,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132069586,22699992,Myiotheretes pernix,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132069586,22699992,Myiotheretes pernix,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132070491,22701795,Myrmoderus ruficauda,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
132070491,22701795,Myrmoderus ruficauda,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132070491,22701795,Myrmoderus ruficauda,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132070491,22701795,Myrmoderus ruficauda,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
132070800,22701859,Pithys castaneus,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132070800,22701859,Pithys castaneus,3.1,Oil & gas drilling,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132070800,22701859,Pithys castaneus,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132071405,22704256,Vosea whitemanensis,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132071405,22704256,Vosea whitemanensis,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
132071653,22704264,Melidectes princeps,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
132071653,22704264,Melidectes princeps,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132071653,22704264,Melidectes princeps,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
132072143,22707172,Pomarea dimidiata,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,Future,
132072143,22707172,Pomarea dimidiata,8.2.2,Named species,2.1,Species mortality,,Urodynamis taitensis,,Whole (>90%),Unknown,,Ongoing,
132072143,22707172,Pomarea dimidiata,8.1.2,Named species,2.3.7,Reduced reproductive success,Feral,Felis catus,,Whole (>90%),No decline,,Ongoing,
132072143,22707172,Pomarea dimidiata,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),No decline,,Ongoing,
